order_id,customer_id,order_ts,product_sku,quantity,unit_price,channel,payment_method,status,discount_code
ORD-000884,CUST-0103,2024-03-23 18:47:00,SH901,12,24.23,app,paypal,cancelled,WELCOME
ORD-000885,CUST-0061,2024-11-14 05:55:00,SH902,17,40.18,web,card,completed,VIP
ORD-000886,CUST-0375,2024-02-17 20:22:00,SH902,12,41.24,web,applepay,completed,
ORD-000887,CUST-0456,2024-03-20 01:39:00,PT044,14,8.19,web,paypal,completed,
ORD-000888,CUST-0078,2024-06-01 05:12:00,BK300,16,8.42,app,card,completed,SPRING10
ORD-000889,CUST-0306,2024-10-07 23:05:00,MG777,3,19.38,web,card,completed,BULK15
ORD-000890,CUST-0131,2024-04-05 23:12:00,MG044,15,14.44,web,card,completed,WELCOME
ORD-000891,CUST-0343,2024-03-15 07:01:00,EL501,17,16.86,web,card,completed,
ORD-000892,CUST-0193,2024-03-20 20:25:00,EL501,4,20.28,app,card,completed,BULK15
ORD-000893,CUST-0058,2024-03-07 23:34:00,EL503,15,113.21,app,card,completed,
ORD-000894,CUST-0150,2024-08-28 22:10:00,EL500,6,8.53,web,card,completed,
ORD-000895,CUST-0248,2024-02-16 04:12:00,ST500,8,1.61,store,card,completed,
ORD-000896,CUST-0368,2024-10-02 17:42:00,EL500,6,8.31,app,paypal,completed,WELCOME
ORD-000897,CUST-0010,2024-09-19 07:30:00,MG777,1,17.55,store,card,completed,
ORD-000898,CUST-0441,2024-04-10 17:03:00,EL500,5,7.1,app,card,completed,WELCOME
ORD-000899,CUST-0299,2024-06-17 11:52:00,EL502,7,40.13,web,applepay,completed,WELCOME
ORD-000900,CUST-0403,2024-02-18 06:45:00,EL503,12,125.93,partner,card,completed,
ORD-000901,CUST-0428,2024-02-11 23:00:00,MG777,24,17.78,store,paypal,cancelled,WELCOME
ORD-000902,CUST-0071,2024-12-06 06:23:00,BK300,10,8.3,app,giftcard,completed,
ORD-000903,CUST-0044,2024-10-01 02:56:00,EL500,4,7.15,web,paypal,completed,
ORD-000904,CUST-0358,2024-11-23 13:23:00,MG777,21,16.59,web,card,completed,
ORD-000905,CUST-0087,2024-08-14 06:19:00,MG044,15,13.09,app,card,completed,WELCOME
ORD-000906,CUST-0069,2024-07-26 02:25:00,NB050,22,4.89,web,applepay,completed,BULK15
ORD-000907,CUST-0216,2024-08-16 19:26:00,EL503,10,108.01,app,applepay,completed,WELCOME
ORD-000908,CUST-0421,2024-05-19 23:30:00,BK301,16,19.03,web,card,pending,
ORD-000909,CUST-0366,2024-11-09 22:31:00,SH900,10,14.85,app,paypal,completed,
ORD-000910,CUST-0239,2024-08-12 13:49:00,EL500,3,7.23,web,applepay,completed,
ORD-000911,CUST-0091,2024-10-06 10:06:00,PB200,3,3.15,web,applepay,pending,
ORD-000912,CUST-0155,2024-06-07 03:21:00,SH901,1,20.58,web,card,completed,BULK15
ORD-000913,CUST-0317,2024-08-31 18:17:00,PT044,17,9.8,store,card,cancelled,
ORD-000914,CUST-0073,2024-11-20 08:20:00,PT044,10,9.93,app,card,completed,WELCOME
ORD-000915,CUST-0242,2024-09-02 00:57:00,MG777,17,19.16,partner,card,completed,BULK15
ORD-000916,CUST-0006,2024-11-23 19:03:00,BK300,13,8.14,app,paypal,completed,BULK15
ORD-000917,CUST-0150,2024-11-01 14:35:00,NB050,4,4.4,store,card,completed,
ORD-000918,CUST-0115,2024-01-10 20:03:00,MG044,20,13.93,app,card,completed,
ORD-000919,CUST-0314,2024-07-25 11:20:00,PT010,22,6.46,store,card,completed,
ORD-000920,CUST-0421,2024-09-18 14:00:00,ST500,11,1.47,partner,applepay,completed,
ORD-000921,CUST-0068,2024-07-05 08:33:00,PT044,24,10.05,app,applepay,completed,
ORD-000922,CUST-0367,2024-01-07 13:46:00,MG044,18,15.29,web,applepay,completed,SPRING10
ORD-000923,CUST-0302,2024-01-25 06:55:00,MG010,4,5.95,app,applepay,completed,
ORD-000924,CUST-0447,2024-07-04 13:09:00,NB120,4,11.05,web,giftcard,cancelled,
ORD-000925,CUST-0420,2024-03-13 16:25:00,EL501,11,17.26,web,card,completed,
ORD-000926,CUST-0047,2024-03-28 21:04:00,BK300,10,8.02,app,card,completed,
ORD-000927,CUST-0342,2024-09-16 01:33:00,SH900,1,15.97,store,applepay,completed,BULK15
ORD-000928,CUST-0273,2024-10-08 09:46:00,MG044,12,13.95,web,paypal,cancelled,
ORD-000929,CUST-0053,2024-04-30 12:57:00,BK302,13,30.23,web,card,completed,VIP
ORD-000930,CUST-0119,2024-07-30 01:18:00,PB024,4,1.17,store,giftcard,completed,
ORD-000931,CUST-0427,2024-12-16 20:00:00,ST500,-5,1.33,web,card,returned,
ORD-000932,CUST-0250,2024-04-05 07:41:00,BK300,11,8.93,web,applepay,cancelled,VIP
ORD-000933,CUST-0156,2024-05-31 02:50:00,PT010,14,6.46,app,paypal,completed,
ORD-000934,CUST-0148,2024-02-21 20:26:00,SH902,4,34.94,store,card,completed,
ORD-000935,CUST-0386,2024-12-17 00:03:00,EL503,2,110.99,app,applepay,completed,BULK15
ORD-000936,CUST-0131,2024-06-11 01:06:00,NB120,5,10.99,app,paypal,completed,VIP
ORD-000937,CUST-0074,2024-07-22 01:21:00,SH902,8,40.25,web,paypal,completed,
ORD-000938,CUST-0264,2024-04-21 13:03:00,BK300,7,7.76,web,paypal,completed,VIP
ORD-000939,CUST-0457,2024-01-22 02:26:00,EL502,1,41.45,store,card,completed,
ORD-000940,CUST-0085,2024-01-16 01:52:00,BK300,17,8.44,store,card,completed,
ORD-000941,CUST-0118,2024-01-31 01:20:00,EL500,16,7.75,web,card,completed,SPRING10
ORD-000942,CUST-0216,2024-06-06 18:57:00,EL501,6,18.58,web,card,completed,VIP
ORD-000943,CUST-0092,2024-01-09 10:14:00,EL503,1,118.2,web,card,completed,VIP
ORD-000944,CUST-0300,2024-04-12 05:04:00,MG044,20,14.54,web,card,completed,
ORD-000945,CUST-0117,2024-11-10 20:01:00,EL500,10,6.91,web,card,completed,
ORD-000946,CUST-0059,2024-06-28 21:15:00,PT010,1,5.98,web,paypal,completed,SPRING10
ORD-000947,CUST-0121,2024-05-04 07:53:00,EL502,11,41.52,store,card,completed,WELCOME
ORD-000948,CUST-0429,2024-08-12 04:23:00,MG777,22,16.79,web,card,completed,
ORD-000949,CUST-0431,2024-01-15 10:17:00,PT044,21,9.77,app,giftcard,completed,WELCOME
ORD-000950,CUST-0233,2024-07-14 05:06:00,BK300,24,7.91,app,giftcard,completed,WELCOME
ORD-000951,CUST-0185,2024-11-13 00:43:00,EL502,22,46.29,store,applepay,completed,
ORD-000952,CUST-0377,2024-09-05 22:33:00,PB200,23,2.67,partner,card,completed,
ORD-000953,CUST-0090,2024-03-26 12:16:00,EL500,15,7.18,web,paypal,completed,VIP
ORD-000954,CUST-0301,2024-11-17 05:19:00,EL502,8,42.61,web,card,completed,
ORD-000955,CUST-0313,2024-03-30 10:29:00,EL503,21,110.44,app,paypal,completed,BULK15
ORD-000956,CUST-0327,2024-06-01 14:49:00,NB120,6,9.35,web,applepay,completed,BULK15
ORD-000957,CUST-0101,2024-01-17 06:58:00,EL501,5,18.14,web,card,completed,
ORD-000958,CUST-0330,2024-09-01 18:04:00,EL501,13,17.39,web,giftcard,completed,SPRING10
ORD-000959,CUST-0282,2024-11-30 04:36:00,PB200,8,2.56,store,paypal,completed,
ORD-000960,CUST-0403,2024-09-02 23:48:00,EL500,15,7.67,web,card,completed,
ORD-000961,CUST-0081,2024-04-03 01:40:00,BK301,24,19.41,app,card,completed,
ORD-000962,CUST-0283,2024-01-07 10:45:00,MG777,10,18.12,web,applepay,completed,
ORD-000963,CUST-0382,2024-08-18 02:49:00,PB200,22,2.69,app,card,completed,BULK15
ORD-000964,CUST-0128,2024-06-10 16:21:00,MG777,11,19.28,web,card,completed,SPRING10
ORD-000965,CUST-0343,2024-11-27 12:35:00,BK300,21,9.08,store,card,completed,BULK15
ORD-000966,CUST-0046,2024-07-28 00:28:00,PT044,12,8.21,app,giftcard,completed,
ORD-000967,CUST-0331,2024-11-21 08:42:00,MG044,21,12.62,web,card,completed,SPRING10
ORD-000968,CUST-0279,2024-12-25 10:38:00,EL501,21,19.92,web,giftcard,pending,
ORD-000969,CUST-0089,2024-09-01 22:33:00,MG777,6,16.02,store,paypal,completed,SPRING10
ORD-000970,CUST-0031,2024-05-04 08:21:00,MG010,16,5.9,store,card,pending,
ORD-000971,CUST-0343,2024-03-02 05:34:00,MG777,-3,18.48,web,card,returned,BULK15
ORD-000972,CUST-0111,2024-08-02 06:06:00,BK301,8,20.27,web,applepay,completed,
ORD-000973,CUST-0229,2024-10-19 18:59:00,NB120,3,10.74,web,card,completed,SPRING10
ORD-000974,CUST-0028,2024-07-02 16:37:00,BK300,18,9.52,web,card,completed,VIP
ORD-000975,CUST-0444,2024-11-09 00:32:00,EL502,22,42.77,web,card,completed,VIP
ORD-000976,CUST-0253,2024-11-22 09:18:00,PB024,12,1.18,web,applepay,completed,SPRING10
ORD-000977,CUST-0429,2024-08-08 13:54:00,PB024,14,1.21,web,paypal,completed,
ORD-000978,CUST-0074,2024-03-02 07:49:00,PB200,15,2.68,store,card,completed,
ORD-000979,CUST-0095,2024-10-29 08:38:00,BK300,13,7.85,store,card,completed,
ORD-000980,CUST-0281,2024-05-07 18:56:00,PB024,8,1.15,store,card,completed,
ORD-000981,CUST-0279,2024-03-22 09:42:00,ST500,10,1.51,app,applepay,completed,
ORD-000982,CUST-0364,2024-11-02 16:26:00,NB050,4,4.21,app,card,completed,
ORD-000983,CUST-0427,2024-05-15 23:04:00,PB024,6,1.14,web,giftcard,completed,
ORD-000984,CUST-0379,2024-08-28 15:33:00,PT044,7,9.6,app,applepay,completed,
ORD-000985,CUST-0065,2024-01-05 08:13:00,EL501,20,16.85,web,card,cancelled,WELCOME
ORD-000986,CUST-0143,2024-10-01 16:56:00,ST500,24,1.5,app,applepay,completed,
ORD-000987,CUST-0421,2024-12-22 05:14:00,PT044,22,9.87,partner,paypal,completed,BULK15
ORD-000988,CUST-0253,2024-06-13 11:33:00,SH902,19,36.89,store,paypal,completed,BULK15
ORD-000989,CUST-0399,2024-01-11 00:28:00,EL501,11,18.13,web,card,completed,WELCOME
ORD-000990,CUST-0259,2024-12-14 19:54:00,EL501,13,18.35,app,applepay,completed,
ORD-000991,CUST-0023,2024-01-03 05:16:00,NB120,24,11.91,web,card,completed,
ORD-000992,CUST-0218,2024-06-12 16:25:00,EL502,3,46.54,web,applepay,completed,
ORD-000993,CUST-0380,2024-12-18 06:50:00,EL503,23,115.7,web,card,completed,
ORD-000994,CUST-0302,2024-03-25 15:35:00,EL500,5,7.45,web,card,completed,BULK15
ORD-000995,CUST-0062,2024-04-05 12:08:00,SH902,17,42.79,app,giftcard,completed,
ORD-000996,CUST-0097,2024-06-20 13:36:00,MG044,1,13.52,web,card,completed,
ORD-000997,CUST-0394,2024-11-11 17:43:00,EL503,12,111.71,web,card,completed,
ORD-000998,CUST-0451,2024-12-13 12:52:00,EL503,4,115.79,partner,applepay,completed,
ORD-000999,CUST-0347,2024-03-04 04:04:00,SH902,23,36.64,app,card,completed,WELCOME
ORD-001000,CUST-0046,2024-07-21 10:04:00,EL500,-5,7.23,web,applepay,returned,BULK15
ORD-001001,CUST-0285,2024-12-27 13:24:00,MG044,11,14.36,app,applepay,completed,
ORD-001002,CUST-0382,2024-09-24 14:02:00,EL500,21,8.23,app,card,completed,
ORD-001003,CUST-0295,2024-10-14 16:11:00,PB024,23,1.23,app,paypal,completed,
ORD-001004,CUST-0274,2024-05-19 10:52:00,ST500,18,1.64,app,giftcard,completed,BULK15
ORD-001005,CUST-0215,2024-07-09 18:18:00,SH902,18,40.42,store,giftcard,completed,VIP
ORD-001006,CUST-0113,2024-06-04 06:54:00,BK300,4,9.12,web,card,completed,
ORD-001007,CUST-0130,2024-07-11 23:33:00,NB120,11,9.93,app,paypal,cancelled,
ORD-001008,CUST-0344,2024-07-04 03:18:00,SH902,23,38.38,web,paypal,completed,
ORD-001009,CUST-0033,2024-08-18 01:59:00,PB200,12,2.69,store,card,completed,
ORD-001010,CUST-0039,2024-05-05 09:47:00,EL503,4,118.73,web,paypal,completed,VIP
ORD-001011,CUST-0183,2024-10-20 10:28:00,EL500,12,7.35,web,card,cancelled,
ORD-001012,CUST-0357,2024-02-28 22:56:00,SH901,24,25.19,partner,card,completed,
ORD-001013,CUST-0303,2024-03-17 16:15:00,EL502,24,43.25,app,card,completed,BULK15
ORD-001014,CUST-0272,2024-11-30 06:50:00,EL502,2,42.21,web,applepay,completed,
ORD-001015,CUST-0246,2024-03-30 22:51:00,NB050,13,4.59,web,card,completed,
ORD-001016,CUST-0051,2024-02-28 19:21:00,PB024,20,1.31,web,card,completed,
ORD-001017,CUST-0153,2024-03-12 04:57:00,PT044,12,9.14,partner,card,completed,WELCOME
ORD-001018,CUST-0037,2024-06-22 01:18:00,PB200,13,2.56,web,card,completed,BULK15
ORD-001019,CUST-0349,2024-06-02 07:08:00,BK300,23,8.96,web,giftcard,completed,WELCOME
ORD-001020,CUST-0346,2024-03-06 19:56:00,SH902,6,33.48,app,card,completed,
ORD-001021,CUST-0119,2024-06-08 01:59:00,SH902,10,41.21,web,card,completed,SPRING10
ORD-001022,CUST-0135,2024-05-05 00:09:00,PB024,12,1.24,web,giftcard,pending,
ORD-001023,CUST-0147,2024-11-01 10:55:00,ST500,16,1.33,store,card,completed,VIP
ORD-001024,CUST-0410,2024-09-22 16:05:00,MG777,10,17.64,web,card,pending,VIP
ORD-001025,CUST-0225,2024-12-13 17:26:00,BK300,6,8.32,store,applepay,completed,
ORD-001026,CUST-0351,2024-03-28 16:56:00,PB200,7,2.64,store,applepay,completed,VIP
ORD-001027,CUST-0207,2024-09-13 02:34:00,MG044,9,14.62,web,card,completed,
ORD-001028,CUST-0322,2024-12-20 03:58:00,EL500,14,7.32,app,paypal,completed,
ORD-001029,CUST-0244,2024-03-25 20:30:00,EL500,14,8.58,store,paypal,cancelled,
ORD-001030,CUST-0129,2024-01-25 08:49:00,PT010,20,6.26,app,paypal,cancelled,
ORD-001031,CUST-0404,2024-12-12 06:28:00,EL502,21,45.47,app,card,completed,
ORD-001032,CUST-0327,2024-04-23 02:49:00,MG777,12,16.68,web,applepay,completed,SPRING10
ORD-001033,CUST-0354,2024-08-12 05:44:00,SH902,2,38.6,web,paypal,completed,
ORD-001034,CUST-0437,2024-04-13 13:14:00,MG044,11,12.13,app,paypal,completed,
ORD-001035,CUST-0115,2024-04-07 04:52:00,SH902,9,38.15,web,giftcard,completed,
ORD-001036,CUST-0043,2024-03-06 16:40:00,PB200,14,2.63,web,applepay,completed,
ORD-001037,CUST-0268,2024-12-20 07:53:00,SH902,6,34.89,app,applepay,completed,BULK15
ORD-001038,CUST-0151,2024-04-18 11:49:00,PB200,10,3.02,web,card,completed,WELCOME
ORD-001039,CUST-0201,2024-05-24 01:22:00,PB200,10,2.96,store,card,completed,
ORD-001040,CUST-0108,2024-05-28 23:59:00,BK300,8,9.36,store,paypal,completed,SPRING10
ORD-001041,CUST-0184,2024-05-04 17:39:00,SH902,11,36.94,store,card,completed,
ORD-001042,CUST-0181,2024-05-21 16:02:00,MG777,12,17.84,web,paypal,completed,VIP
ORD-001043,CUST-0162,2024-11-30 11:07:00,SH902,10,41.02,web,paypal,completed,SPRING10
ORD-001044,CUST-0342,2024-09-06 10:36:00,MG777,1,18.34,store,paypal,completed,
ORD-001045,CUST-0273,2024-03-10 23:37:00,EL502,10,39.81,web,card,completed,VIP
ORD-001046,CUST-0219,2024-08-10 11:22:00,MG010,5,5.84,app,applepay,completed,
ORD-001047,CUST-0052,2024-01-30 13:27:00,ST500,4,1.53,app,paypal,completed,VIP
ORD-001048,CUST-0263,2024-01-10 19:33:00,SH901,12,21.6,web,card,completed,
ORD-001049,CUST-0081,2024-02-28 01:45:00,BK300,8,7.7,web,paypal,completed,
ORD-001050,CUST-0145,2024-08-03 04:53:00,NB050,3,3.97,app,card,completed,
ORD-001051,CUST-0191,2024-08-08 17:56:00,PT010,8,7.22,web,paypal,completed,VIP
ORD-001052,CUST-0065,2024-03-20 12:25:00,SH902,1,36.44,store,card,completed,SPRING10
ORD-001053,CUST-0180,2024-04-01 08:45:00,PT044,22,8.1,app,paypal,completed,
ORD-001054,CUST-0123,2024-06-26 15:51:00,BK300,2,8.2,web,card,completed,
ORD-001055,CUST-0391,2024-08-11 07:53:00,PB024,22,1.19,app,card,completed,
ORD-001056,CUST-0396,2024-02-12 04:01:00,PT044,20,9.66,web,card,completed,BULK15
ORD-001057,CUST-0003,2024-01-17 14:55:00,BK302,7,29.32,web,card,completed,VIP
ORD-001058,CUST-0278,2024-06-24 12:06:00,BK301,21,19.48,partner,applepay,completed,
ORD-001059,CUST-0295,2024-10-29 22:46:00,MG777,12,17.52,app,applepay,completed,SPRING10
ORD-001060,CUST-0174,2024-06-14 04:13:00,EL503,10,103.64,app,card,completed,
ORD-001061,CUST-0216,2024-01-29 14:28:00,EL502,15,38.83,store,card,completed,
ORD-001062,CUST-0364,2024-07-07 06:17:00,PB200,3,2.95,app,applepay,completed,
ORD-001063,CUST-0174,2024-01-10 04:47:00,BK301,-1,16.69,web,card,returned,WELCOME
ORD-001064,CUST-0030,2024-03-24 05:30:00,PT010,11,7.48,web,card,completed,
ORD-001065,CUST-0172,2024-11-13 12:32:00,PT044,4,8.37,web,card,completed,
ORD-001066,CUST-0117,2024-03-29 23:02:00,PT010,16,6.17,web,paypal,completed,
ORD-001067,CUST-0177,2024-08-04 13:10:00,SH901,18,21.29,app,giftcard,cancelled,
ORD-001068,CUST-0106,2024-08-19 05:44:00,NB050,1,4.58,app,card,completed,VIP
ORD-001069,CUST-0069,2024-06-06 11:48:00,SH902,13,40.77,web,giftcard,completed,BULK15
ORD-001070,CUST-0454,2024-12-23 12:07:00,NB120,14,9.39,app,applepay,completed,VIP
ORD-001071,CUST-0060,2024-01-02 10:09:00,SH902,20,36.14,store,giftcard,completed,
ORD-001072,CUST-0325,2024-05-06 10:37:00,BK301,21,20.13,partner,paypal,completed,
ORD-001073,CUST-0331,2024-11-19 07:29:00,NB120,6,9.88,web,applepay,completed,BULK15
ORD-001074,CUST-0285,2024-04-16 13:18:00,NB050,10,4.69,store,paypal,completed,
ORD-001075,CUST-0420,2024-10-29 11:48:00,EL502,18,38.39,store,applepay,completed,
ORD-001076,CUST-0003,2024-08-24 05:07:00,EL500,7,7.44,web,card,completed,SPRING10
ORD-001077,CUST-0139,2024-06-15 02:04:00,PT044,14,8.46,web,paypal,completed,
ORD-001078,CUST-0085,2024-01-10 23:06:00,EL503,9,105.03,web,paypal,completed,BULK15
ORD-001079,CUST-0266,2024-04-23 07:22:00,PT010,15,6.09,app,card,completed,SPRING10
ORD-001080,CUST-0293,2024-07-22 13:14:00,ST500,21,1.61,app,card,completed,
ORD-001081,CUST-0414,2024-03-18 18:31:00,NB050,21,4.19,app,card,cancelled,BULK15
ORD-001082,CUST-0175,2024-06-25 19:05:00,BK302,9,37.07,store,card,completed,
ORD-001083,CUST-0109,2024-12-12 11:45:00,PB200,10,2.6,web,card,completed,
ORD-001084,CUST-0426,2024-10-02 18:22:00,NB120,24,10.12,web,card,pending,
ORD-001085,CUST-0310,2024-05-06 10:35:00,SH900,8,17.66,store,card,completed,WELCOME
ORD-001086,CUST-0352,2024-02-22 07:15:00,PB024,4,1.07,partner,paypal,completed,
ORD-001087,CUST-0205,2024-08-09 06:45:00,SH901,12,23.02,store,card,pending,WELCOME
ORD-001088,CUST-0206,2024-05-16 17:03:00,PT010,2,6.05,web,card,completed,
ORD-001089,CUST-0179,2024-03-16 03:07:00,PB024,20,1.03,web,card,completed,
ORD-001090,CUST-0345,2024-11-12 10:08:00,MG777,2,15.65,web,card,completed,
ORD-001091,CUST-0097,2024-10-03 07:28:00,MG777,2,17.72,web,card,completed,
ORD-001092,CUST-0449,2024-12-07 20:30:00,MG777,13,18.91,web,giftcard,completed,WELCOME
ORD-001093,CUST-0081,2024-07-17 21:04:00,NB120,4,11.24,store,card,completed,
ORD-001094,CUST-0213,2024-10-24 23:03:00,MG044,13,13.01,app,card,completed,
ORD-001095,CUST-0145,2024-04-02 00:07:00,MG010,14,6.06,web,paypal,completed,VIP
ORD-001096,CUST-0296,2024-07-23 05:54:00,MG010,1,6.83,web,applepay,completed,
ORD-001097,CUST-0314,2024-12-19 03:14:00,SH900,15,15.3,web,card,pending,BULK15
ORD-001098,CUST-0423,2024-05-02 11:06:00,SH902,3,34.45,app,card,completed,
ORD-001099,CUST-0364,2024-10-27 09:47:00,SH901,11,25.5,app,paypal,pending,VIP
ORD-001100,CUST-0115,2024-06-14 19:30:00,PT044,21,9.45,web,card,completed,
ORD-001101,CUST-0096,2024-03-31 10:59:00,MG777,18,18.88,store,card,completed,BULK15
ORD-001102,CUST-0408,2024-04-07 21:09:00,MG777,24,17.16,web,giftcard,completed,
ORD-001103,CUST-0225,2024-11-03 12:52:00,MG010,23,6.93,web,giftcard,completed,
ORD-001104,CUST-0045,2024-03-23 05:14:00,PT010,1,6.08,partner,paypal,completed,SPRING10
ORD-001105,CUST-0380,2024-02-21 16:13:00,SH902,8,36.23,web,card,completed,
ORD-001106,CUST-0299,2024-07-11 16:33:00,MG044,17,14.41,web,paypal,completed,
ORD-001107,CUST-0012,2024-03-20 14:38:00,MG777,17,18.17,app,giftcard,completed,SPRING10
ORD-001108,CUST-0361,2024-12-12 22:06:00,SH900,4,16.64,web,giftcard,completed,
ORD-001109,CUST-0280,2024-03-21 17:53:00,PB200,24,2.75,web,card,completed,
ORD-001110,CUST-0283,2024-01-14 04:09:00,NB050,5,4.52,web,card,pending,SPRING10
ORD-001111,CUST-0398,2024-12-07 18:39:00,PB024,20,1.03,web,card,completed,
ORD-001112,CUST-0228,2024-06-06 09:02:00,MG044,4,13.26,app,applepay,cancelled,
ORD-001113,CUST-0213,2024-09-06 23:02:00,MG010,10,5.78,web,card,completed,SPRING10
ORD-001114,CUST-0284,2024-03-01 22:22:00,EL503,16,117.21,store,card,completed,
ORD-001115,CUST-0091,2024-08-05 04:00:00,EL503,13,112.0,store,card,completed,
ORD-001116,CUST-0070,2024-01-30 18:45:00,NB050,10,4.56,web,card,completed,
ORD-001117,CUST-0389,2024-07-14 15:58:00,ST500,16,1.36,web,applepay,completed,BULK15
ORD-001118,CUST-0100,2024-06-04 23:56:00,BK300,6,8.75,web,card,completed,SPRING10
ORD-001119,CUST-0232,2024-06-17 06:36:00,MG010,11,6.03,web,card,completed,BULK15
ORD-001120,CUST-0125,2024-06-01 05:32:00,SH900,3,15.76,web,paypal,completed,WELCOME
ORD-001121,CUST-0107,2024-08-06 19:12:00,SH900,11,16.27,store,paypal,completed,VIP
ORD-001122,CUST-0275,2024-05-21 20:59:00,NB120,5,9.83,web,paypal,completed,
ORD-001123,CUST-0370,2024-10-20 22:16:00,EL503,2,119.68,app,applepay,completed,
ORD-001124,CUST-0204,2024-02-20 13:43:00,PB200,1,3.19,app,card,pending,BULK15
ORD-001125,CUST-0064,2024-11-18 17:08:00,PB024,-3,1.25,store,card,returned,SPRING10
ORD-001126,CUST-0113,2024-11-20 23:47:00,PT044,2,8.23,web,card,completed,WELCOME
ORD-001127,CUST-0076,2024-06-30 19:38:00,NB050,22,4.26,web,paypal,completed,WELCOME
ORD-001128,CUST-0407,2024-08-27 16:19:00,PB024,1,1.17,partner,giftcard,completed,
ORD-001129,CUST-0147,2024-12-07 13:55:00,MG044,3,13.47,web,card,completed,
ORD-001130,CUST-0173,2024-10-28 07:32:00,MG044,18,11.98,app,applepay,completed,
ORD-001131,CUST-0033,2024-07-07 20:18:00,NB050,22,4.0,app,paypal,completed,
ORD-001132,CUST-0206,2024-12-03 14:56:00,EL502,3,40.61,app,giftcard,completed,
ORD-001133,CUST-0421,2024-03-10 10:08:00,EL503,1,121.07,web,card,completed,SPRING10
ORD-001134,CUST-0189,2024-10-02 20:41:00,EL500,18,6.83,web,card,completed,VIP
ORD-001135,CUST-0300,2024-08-18 04:42:00,SH902,22,41.14,app,paypal,completed,VIP
ORD-001136,CUST-0084,2024-08-20 14:12:00,ST500,8,1.46,app,applepay,completed,
ORD-001137,CUST-0066,2024-02-25 16:54:00,MG044,3,13.28,store,paypal,completed,BULK15
ORD-001138,CUST-0337,2024-09-14 10:52:00,SH900,4,15.28,app,applepay,completed,
ORD-001139,CUST-0031,2024-11-16 04:57:00,PB200,13,2.93,store,card,completed,
ORD-001140,CUST-0207,2024-09-17 06:16:00,EL500,6,7.95,partner,paypal,completed,WELCOME
ORD-001141,CUST-0146,2024-05-14 00:50:00,PB024,14,1.3,app,card,completed,VIP
ORD-001142,CUST-0008,2024-06-13 14:19:00,BK302,-3,32.83,web,card,returned,
ORD-001143,CUST-0245,2024-12-01 03:04:00,EL501,12,20.14,web,card,pending,BULK15
ORD-001144,CUST-0444,2024-05-18 09:42:00,PT010,6,7.05,app,card,completed,WELCOME
ORD-001145,CUST-0032,2024-11-01 14:50:00,BK301,23,18.12,app,card,completed,
ORD-001146,CUST-0376,2024-03-30 14:16:00,MG010,11,6.87,web,paypal,completed,WELCOME
ORD-001147,CUST-0249,2024-03-13 15:22:00,MG044,9,13.27,app,applepay,completed,SPRING10
ORD-001148,CUST-0333,2024-01-28 19:30:00,SH902,9,35.62,web,card,completed,
ORD-001149,CUST-0045,2024-02-17 12:28:00,PT010,4,7.16,web,card,completed,BULK15
ORD-001150,CUST-0400,2024-04-17 21:49:00,EL501,19,18.6,store,card,completed,
ORD-001151,CUST-0006,2024-10-10 15:33:00,MG044,-1,15.02,web,card,returned,VIP
ORD-001152,CUST-0418,2024-07-09 19:17:00,SH901,17,23.41,app,card,completed,
ORD-001153,CUST-0303,2024-05-16 08:46:00,EL502,-2,42.65,app,paypal,returned,
ORD-001154,CUST-0156,2024-06-28 16:40:00,PT010,1,6.89,app,applepay,completed,
ORD-001155,CUST-0004,2024-05-06 21:26:00,SH901,11,24.22,web,card,completed,
ORD-001156,CUST-0282,2024-12-09 17:25:00,MG777,22,16.19,app,paypal,completed,BULK15
ORD-001157,CUST-0041,2024-02-11 04:33:00,MG044,13,13.3,web,paypal,completed,
ORD-001158,CUST-0281,2024-03-21 14:15:00,NB050,2,4.1,app,card,completed,BULK15
ORD-001159,CUST-0356,2024-04-07 01:40:00,PT044,22,9.84,web,card,completed,BULK15
ORD-001160,CUST-0123,2024-10-29 23:42:00,MG777,11,17.96,partner,card,completed,WELCOME
ORD-001161,CUST-0110,2024-12-06 15:27:00,EL501,9,17.41,store,card,completed,
ORD-001162,CUST-0103,2024-04-25 17:56:00,EL502,18,46.57,web,applepay,completed,
ORD-001163,CUST-0104,2024-04-28 19:07:00,PT044,18,8.34,web,card,completed,
ORD-001164,CUST-0053,2024-01-16 02:16:00,EL502,11,45.13,web,card,pending,BULK15
ORD-001165,CUST-0115,2024-11-13 17:54:00,MG044,24,11.98,app,card,pending,
ORD-001166,CUST-0304,2024-11-15 15:26:00,EL501,11,17.44,app,card,completed,
ORD-001167,CUST-0140,2024-05-31 02:42:00,EL503,-3,123.75,app,giftcard,returned,
ORD-001168,CUST-0360,2024-09-25 03:37:00,PT010,12,6.15,store,card,completed,BULK15
ORD-001169,CUST-0377,2024-10-09 18:26:00,ST500,17,1.6,app,paypal,completed,
ORD-001170,CUST-0351,2024-01-07 03:19:00,BK301,15,18.64,app,card,completed,WELCOME
ORD-001171,CUST-0249,2024-12-28 10:55:00,EL500,2,6.88,web,card,completed,WELCOME
ORD-001172,CUST-0146,2024-11-09 05:34:00,EL501,21,17.08,app,card,completed,WELCOME
ORD-001173,CUST-0428,2024-03-29 03:36:00,NB120,7,11.25,app,applepay,completed,
